job_id,temperature,model_group,method,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,tracker_file,queue_state,queue_reason,queue_elapsed,queue_nodes,queue_job_name,acct_state,exit_code,acct_elapsed,acct_nodes,acct_reason,acct_job_name,breakdown_json,has_breakdown,latest_error
2159195,1.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs8_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs8_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:19:08,lyris0030,None,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs8_qwen30ba3b_t10/breakdown.json,True,
2159196,1.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n8_isl4096_osl32768_bs8_k3_20260619_swe_qwen30ba3b_osl32k_bs8_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs8_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:58:15,lyris0031,None,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n8_isl4096_osl32768_bs8_k3_20260619_swe_qwen30ba3b_osl32k_bs8_qwen30ba3b_t10/breakdown.json,True,
2159197,0.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:59:12,lyris0032,None,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t00/breakdown.json,True,
2159198,0.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:13:29,lyris0033,None,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t00/breakdown.json,True,
2159199,0.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:59:29,lyris0035,None,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t00/breakdown.json,True,
2159200,1.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:59:52,lyris0036,None,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t10/breakdown.json,True,
2159201,1.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:37:02,lyris0271,None,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t10/breakdown.json,True,
2159202,1.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:04:02,lyris0272,None,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen30ba3b_osl32k_bs16_qwen30ba3b_t10/breakdown.json,True,
2159203,0.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:07:11,lyris0273,None,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t00/breakdown.json,True,
2159204,0.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:49:33,lyris0274,None,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t00/breakdown.json,True,
2159206,0.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:16:35,lyris0275,None,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t00/breakdown.json,True,
2159207,1.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:07:04,lyris0276,None,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t10/breakdown.json,True,
2159208,1.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:51:40,lyris0277,None,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t10/breakdown.json,True,
2159209,1.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:09:42,lyris0220,None,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen30ba3b_osl32k_temp01_bsweep_20260619/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen30ba3b_osl32k_bs32_qwen30ba3b_t10/breakdown.json,True,
