domain,job_id,label,tag,model,temperature,batch_size,isl,osl,method,spec_method,num_speculative_tokens,draft_model,prompt_count_loaded,prompt_count_used,num_batches,total_gpus,latency_s,mean_latency_s,output_tok_s,output_tok_s_per_gpu,speedup_vs_baseline,metrics_available,acceptance_rate_pct,mean_acceptance_length,accepted_tokens_per_draft,num_drafts,num_draft_tokens,num_accepted_tokens,acceptance_rate_by_position_pct,breakdown_json
SWE,3423926,qwen235b_swe_verified_osl32k_suffix_t00_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_suffix_t00_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,0.0,32,4096,32768,suffix_k32,suffix,32,,32,32,1,4,1695.3506322239991,1695.3506322239991,618.5009637944066,154.62524094860166,2.6332494651909557,True,81.29572677168426,6.930674465072581,5.930674465072581,151142,1102609,896374,"66.9926,56.4337,51.2783,48.9824,47.9562,47.1497,46.6799,46.2221,45.9442,45.6028,45.2191,44.6064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t00_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423937,qwen235b_swe_verified_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,0.0,32,4096,32768,eagle3_k3,eagle3,3,nvidia/Qwen3-235B-A22B-Eagle3,32,32,1,4,2298.054200368002,2298.054200368002,456.2886288026126,114.07215720065315,1.9426352715702266,True,54.291535259029736,2.6287460577708917,1.6287460577708919,398886,1196658,649684,"84.3409,53.7319,24.8018",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423938,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n4_isl4096_osl32768_bs4_k0_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n4_isl4096_osl32768_bs4_k0_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,4,4096,32768,baseline,draft_model,0,,4,4,1,4,4135.749044311,4135.749044311,31.692445212626797,7.923111303156699,1.0,False,,,,,,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n4_isl4096_osl32768_bs4_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423939,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n4_isl4096_osl32768_bs4_k32_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n4_isl4096_osl32768_bs4_k32_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,4,4096,32768,suffix_k32,suffix,32,,4,4,1,4,2099.4770534100244,2099.4770534100244,62.4307847457106,15.60769618642765,1.9698948543369932,True,46.82108687577648,2.357287393023558,1.357287393023558,53867,156154,73113,"29.3593,16.3774,12.0315,10.5166,9.7852,9.1058,8.7902,8.3483,8.1757,7.9752,7.7803,7.4832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n4_isl4096_osl32768_bs4_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423942,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k3_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k3_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,4,4096,32768,eagle3_k3,eagle3,3,nvidia/Qwen3-235B-A22B-Eagle3,4,4,1,4,3082.5884986260207,3082.5884986260207,42.52010933617048,10.63002733404262,1.341648113640337,True,23.98469443533399,1.7195408330600197,0.7195408330600197,76225,228675,54847,"44.9249,19.9069,7.1223",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423945,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n8_isl4096_osl32768_bs8_k0_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n8_isl4096_osl32768_bs8_k0_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,8,4096,32768,baseline,draft_model,0,,8,8,1,4,4347.044578310917,4347.044578310917,60.303959455106025,15.075989863776506,1.0,False,,,,,,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n8_isl4096_osl32768_bs8_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423948,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n8_isl4096_osl32768_bs8_k32_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n8_isl4096_osl32768_bs8_k32_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,8,4096,32768,suffix_k32,suffix,32,,8,8,1,4,2566.303514998057,2566.303514998057,102.14847872356926,25.537119680892314,1.693893396827697,True,48.77994283745915,2.581193228113589,1.581193228113589,99411,322239,157188,"32.6121,18.6951,13.8687,12.1224,11.4172,10.7493,10.4566,10.1015,9.8943,9.6428,9.4134,9.1459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n8_isl4096_osl32768_bs8_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423949,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k3_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k3_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,8,4096,32768,eagle3_k3,eagle3,3,nvidia/Qwen3-235B-A22B-Eagle3,8,8,1,4,3364.297403193079,3364.297403193079,77.91938957334665,19.479847393336662,1.2921106719593534,True,23.432360386580132,1.702970811597404,0.702970811597404,153931,461793,108209,"42.8198,20.1772,7.3000",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423950,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n16_isl4096_osl32768_bs16_k0_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n16_isl4096_osl32768_bs16_k0_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,16,4096,32768,baseline,draft_model,0,,16,16,1,4,4288.944577182061,4288.944577182061,122.24172883681088,30.56043220920272,1.0,False,,,,,,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n16_isl4096_osl32768_bs16_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423951,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n16_isl4096_osl32768_bs16_k32_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n16_isl4096_osl32768_bs16_k32_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,16,4096,32768,suffix_k32,suffix,32,,16,16,1,4,3143.524402846,3143.524402846,166.78349928676684,41.69587482169171,1.364374513300756,True,49.118924451575424,2.6269095092414902,1.6269095092414902,196451,650682,319608,"32.8800,19.2603,14.4352,12.5502,11.7424,11.1117,10.8154,10.4301,10.2585,9.9989,9.7582,9.4502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n16_isl4096_osl32768_bs16_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423952,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,16,4096,32768,eagle3_k3,eagle3,3,nvidia/Qwen3-235B-A22B-Eagle3,16,16,1,4,3579.307310150005,3579.307310150005,146.47750376539412,36.61937594134853,1.198261061580185,True,24.422558950377578,1.7326767685113273,0.7326767685113273,302585,907755,221697,"44.2550,19.5638,9.4489",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423955,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n32_isl4096_osl32768_bs32_k0_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_baseline_t10_offset0_n32_isl4096_osl32768_bs32_k0_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,32,4096,32768,baseline,draft_model,0,,32,32,1,4,4350.483078686986,4350.483078686986,241.02518755606087,60.25629688901522,1.0,False,,,,,,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n32_isl4096_osl32768_bs32_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423959,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_suffix_t10_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,32,4096,32768,suffix_k32,suffix,32,,32,32,1,4,3130.5625865299953,3130.5625865299953,334.94810310190013,83.73702577547503,1.3896809146720128,True,46.33037103562067,2.50743015797125,1.5074301579712501,412037,1340626,621117,"32.3668,18.3848,13.4313,11.5332,10.7765,10.0969,9.8030,9.4033,9.1589,8.8752,8.6417,8.2716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
SWE,3423960,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep,qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep,Qwen/Qwen3-235B-A22B,1.0,32,4096,32768,eagle3_k3,eagle3,3,nvidia/Qwen3-235B-A22B-Eagle3,32,32,1,4,3707.4834155999997,3707.4834155999997,282.8268888777494,70.70672221943735,1.1734329168895086,True,23.426292362181325,1.70278877086544,0.7027887708654398,615791,1847373,432771,"41.7604,19.7854,8.7330",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json
