suite,job_id,dataset,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label,name,queue_state,acct_state,exit_code,elapsed,node,nodes,reason,runtime
swe,2113197,full,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,00:59:43,lyris0091,,,
swe,2113199,full,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,01:07:48,lyris0092,,,
swe,2113200,full,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,01:27:35,lyris0093,,,
swe,2113201,full,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,01:11:58,lyris0094,,,
swe,2113202,full,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,01:23:06,lyris0095,,,
swe,2113186,full,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,02:37:34,lyris0151,,,
swe,2113187,full,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,02:37:49,lyris0152,,,
swe,2113188,full,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,02:42:24,lyris0153,,,
swe,2113189,full,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:50:49,lyris0154,,,
swe,2113190,full,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,03:01:35,lyris0155,,,
swe,2113164,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,02:34:27,lyris0288,,,
swe,2113167,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,02:35:35,lyris0280,,,
swe,2113170,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,02:40:40,lyris0017,,,
swe,2113171,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:49:35,lyris0018,,,
swe,2113172,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,02:59:49,lyris0279,,,
swe,2113146,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,01:28:31,lyris0107,,,
swe,2113148,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,01:37:53,lyris0108,,,
swe,2113152,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,01:52:14,lyris0277,,,
