suite,job_id,dataset,temperature,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label,latest_prompt_tok_s,latest_generation_tok_s,running_reqs,waiting_reqs,gpu_kv_cache_pct,prefix_cache_hit_pct,live_acceptance_pct,live_mean_acceptance_length,live_accepted_throughput,live_drafted_throughput,latest_error,tail_status
swe,2136598,unknown,0.0,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs1_qwen235b_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs1_qwen235b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_baseline_bs1_jobs.csv,unknown_osl32k_qwen235b_t00_baseline,0.0,8.1,1,0,0.6,14.4,,,,,,ok
swe,2136599,unknown,0.0,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs2_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs2_qwen235b_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs2_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs2_qwen235b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_baseline_bs2_jobs.csv,unknown_osl32k_qwen235b_t00_baseline,0.0,16.7,2,0,2.9,29.9,,,,,,ok
swe,2136600,unknown,1.0,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs1_qwen235b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs1_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_baseline_bs1_jobs.csv,unknown_osl32k_qwen235b_t10_baseline,0.0,8.6,1,0,1.0,14.4,,,,,,ok
swe,2136601,unknown,1.0,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs2_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs2_qwen235b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs2_20260616_swe_temp01_core_home_mount_qwen235b_baseline_bs2_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_baseline_bs2_jobs.csv,unknown_osl32k_qwen235b_t10_baseline,0.0,16.6,2,0,2.9,29.9,,,,,,ok
swe,2137767,unknown,0.0,qwen32,baseline,baseline,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_mount_qwen32_baseline_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_mount_qwen32_baseline_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_t00_baseline_qwen32_qwen30_retry_jobs.csv,unknown_osl32k_qwen32_t00_baseline,0.0,32.8,2,0,6.5,60.6,,,,,,ok
swe,2137768,unknown,0.0,qwen30ba3b,baseline,baseline,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_mount_qwen30ba3b_baseline_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_mount_qwen30ba3b_baseline_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_t00_baseline_qwen32_qwen30_retry_jobs.csv,unknown_osl32k_qwen30ba3b_t00_baseline,0.0,39.7,2,0,6.5,60.6,,,,,,ok
swe,2138631,unknown,0.0,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,1,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n1_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n1_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_bs1_n1_jobs.csv,unknown_osl32k_qwen235b_t00_baseline,0.0,8.3,1,0,1.4,48.6,,,,,,ok
swe,2138634,unknown,1.0,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,1,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n1_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n1_isl4096_osl32768_bs1_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_bs1_n1_jobs.csv,unknown_osl32k_qwen235b_t10_baseline,0.0,8.5,1,0,1.4,48.6,,,,,,ok
swe,2133875,unknown,0.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen235b_t00,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen235b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen235b_t00_eagle3_k3,0.0,20.1,1,0,1.6,12.7,63.8,2.91,13.22,20.71,Traceback (most recent call last):,ok
swe,2133879,unknown,0.0,qwen32,eagle3,eagle3_k3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen32_t00,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen32_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen32_t00_eagle3_k3,0.0,24.1,1,0,3.4,1.5,54.7,2.64,14.99,27.39,Traceback (most recent call last):,ok
swe,2133882,unknown,0.0,qwen30ba3b,eagle3,eagle3_k3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t00,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen30ba3b_t00_eagle3_k3,,,,,,,,,,,,tail_failed:[Errno 2] No such file or directory: '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t00/slurm-2133882.out'
swe,2133885,unknown,1.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen235b_t10,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen235b_t10_eagle3_k3,,,,,,,,,,,,tail_failed:[Errno 2] No such file or directory: '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen235b_t10/slurm-2133885.out'
swe,2133889,unknown,1.0,qwen32,eagle3,eagle3_k3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen32_t10,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen32_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen32_t10_eagle3_k3,,,,,,,,,,,,tail_failed:[Errno 2] No such file or directory: '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen32_t10/slurm-2133889.out'
swe,2133892,unknown,1.0,qwen30ba3b,eagle3,eagle3_k3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t10,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen30ba3b_t10_eagle3_k3,,,,,,,,,,,,tail_failed:[Errno 2] No such file or directory: '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t10/slurm-2133892.out'
swe,2133934,unknown,0.0,qwen30ba3b,eagle3,eagle3_k3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_qwen30_eagle3_jobs.csv,unknown_osl32k_qwen30ba3b_t00_eagle3_k3,0.0,14.2,1,0,3.4,58.6,0.5,1.01,0.20,41.87,,ok
swe,2133937,unknown,1.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen235b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,unknown_osl32k_qwen235b_t10_eagle3_k3,0.0,10.4,1,0,1.3,28.1,10.5,1.32,2.50,23.66,,ok
swe,2133940,unknown,1.0,qwen32,eagle3,eagle3_k3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,unknown_osl32k_qwen32_t10_eagle3_k3,0.0,22.3,1,0,3.4,56.6,47.5,2.42,13.10,27.59,,ok
swe,2133943,unknown,1.0,qwen30ba3b,eagle3,eagle3_k3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,unknown_osl32k_qwen30ba3b_t10_eagle3_k3,0.0,12.8,1,0,3.4,58.6,0.8,1.02,0.30,37.38,,ok
swe,2135586,unknown,0.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,unknown_osl32k_qwen235b_t00_eagle3_k3,,,,,,,,,,,FileNotFoundError: [Errno 2] No such file or directory: '/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00/speculative_config.json',ok
swe,2135587,unknown,0.0,qwen32,eagle3,eagle3_k3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,unknown_osl32k_qwen32_t00_eagle3_k3,,,,,,,,,,,FileNotFoundError: [Errno 2] No such file or directory: '/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00/speculative_config.json',ok
