label,tag,model,prompt_jsonl,prompt_offset,prompt_count_loaded,prompt_count_used,num_batches,batch_size,isl,osl,tp,pp,total_gpus,spec_active,spec_method,parallel_drafting,num_speculative_tokens,draft_model,latency_s,mean_latency_s,output_tok_s,output_tok_s_per_gpu,speedup_vs_baseline,metrics_available,acceptance_rate_pct,mean_acceptance_length,accepted_tokens_per_draft,num_drafts,num_draft_tokens,num_accepted_tokens,acceptance_rate_by_position_pct,breakdown_json
qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,Qwen/Qwen3-32B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,4,1,4096,32768,2,1,2,True,eagle3,,3,RedHatAI/Qwen3-32B-speculator.eagle3,4113.788644523127,1028.4471611307818,31.86162715833787,15.930813579168936,1.9062132556931641,True,49.257718966603655,2.4777315689981094,1.4777315689981096,52900,158700,78172,"64.2609,47.9338,35.5784",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10/breakdown.json
qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,Qwen/Qwen3-32B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,4,1,4096,32768,2,1,2,True,suffix,,32,,1219.0117512380239,304.75293780950597,107.5231636338893,53.76158181694465,6.432881748142245,True,82.94290165217328,7.680037698062084,6.680037698062084,16977,136729,113407,"73.9530,64.0042,59.7396,56.6531,54.2558,53.4252,52.9069,52.1765,51.4048,50.9277,49.7850,48.7719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00/breakdown.json
qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,Qwen/Qwen3-32B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,4,1,4096,32768,2,1,2,True,suffix,,32,,4055.411755372188,1013.852938843047,32.32026928618763,16.160134643093816,1.933652836835138,True,42.12352693238179,2.3677352830896137,1.367735283089614,53340,173193,72955,"39.2932,22.1729,14.9363,11.0986,9.0026,7.4634,6.8241,6.1005,5.7518,5.1219,4.8031,4.2051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10/breakdown.json
qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t00,qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t00,Qwen/Qwen3-235B-A22B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,4,1,4,True,suffix,,32,,1470.6206103699515,735.3103051849757,89.126997864546,22.2817494661365,,True,79.08144318116894,6.554702784048157,5.554702784048157,19935,140024,110733,"67.6499,56.7193,51.2867,46.8473,44.3592,43.3760,42.8693,41.1487,41.0283,40.8177,40.3461,39.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t00/breakdown.json
qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,Qwen/Qwen3-235B-A22B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,4,1,4,True,suffix,,32,,4201.908957795007,2100.9544788975036,31.19344119934986,7.798360299837465,,True,50.560862297978346,2.659698752451287,1.6596987524512872,47934,157347,79556,"32.8076,19.3725,14.5700,12.8197,12.0749,11.4282,11.1236,10.8128,10.6438,10.4227,10.1535,9.7405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10/breakdown.json
qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,Qwen/Qwen3-30B-A3B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,1,1,1,False,,,,,3379.561314136954,1689.780657068477,38.78373191565313,38.78373191565313,1.0,False,,,,,,,,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10/breakdown.json
qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,Qwen/Qwen3-30B-A3B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,1,1,1,True,eagle3,,3,RedHatAI/Qwen3-30B-A3B-Thinking-2507-speculator.eagle3,3013.204802990018,1506.602401495009,43.49920054220563,43.49920054220563,1.1215836742273204,True,12.362504227286832,1.370875126818605,0.37087512681860496,95609,286827,35459,"22.5774,9.2000,5.3102",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00/breakdown.json
qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,Qwen/Qwen3-30B-A3B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,1,1,1,True,eagle3,,3,RedHatAI/Qwen3-30B-A3B-Thinking-2507-speculator.eagle3,3252.663226006087,1626.3316130030435,40.29682475333975,40.29682475333975,1.0390135957255815,True,10.766124962147975,1.3229837488644394,0.3229837488644393,99070,297210,31998,"20.8025,7.4947,4.0012",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10/breakdown.json
qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,Qwen/Qwen3-30B-A3B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,1,1,1,True,suffix,,32,,422.9998786520009,211.49993932600046,309.8629730526047,309.8629730526047,7.9895089447940375,True,90.61628748786987,9.879178929892083,8.879178929892083,13251,129842,117658,"84.9747,79.1110,75.7603,74.4095,73.7227,72.7492,72.4625,72.0927,71.9795,71.0286,70.5607,69.0665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00/breakdown.json
qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,Qwen/Qwen3-30B-A3B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,1,1,1,True,suffix,,32,,427.06744790507946,213.53372395253973,306.9117083096725,306.9117083096725,7.913413515160022,True,90.41591460155396,9.290148448043185,8.290148448043185,14079,129089,116717,"81.2771,75.5451,72.3276,70.6229,69.8913,69.0319,68.3926,67.4409,66.4536,64.5145,63.2005,60.3168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10/breakdown.json
qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,Qwen/Qwen3-32B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,2,1,2,False,,,,,3997.04343957291,1998.521719786455,32.79223805833975,16.396119029169874,1.0,False,,,,,,,,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10/breakdown.json
qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,Qwen/Qwen3-32B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,2,1,2,True,eagle3,,3,RedHatAI/Qwen3-32B-speculator.eagle3,1670.0855669339653,835.0427834669827,78.48220629834503,39.24110314917252,2.393316557373106,True,71.33320557046122,3.1399961671138366,2.1399961671138366,41744,125232,89332,"85.1428,71.9600,56.8968",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00/breakdown.json
qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,Qwen/Qwen3-32B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,2,1,2,True,eagle3,,3,RedHatAI/Qwen3-32B-speculator.eagle3,2204.6765647568973,1102.3382823784486,59.451804448446566,29.725902224223283,1.812984046489219,True,48.80404063191272,2.4641212189573816,1.4641212189573816,53193,159579,77881,"69.4809,45.6451,31.2861",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10/breakdown.json
qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,Qwen/Qwen3-32B,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/data/swebench_verified_prompts_all.jsonl,0,4,4,2,2,4096,32768,2,1,2,True,suffix,,32,,614.2156748678535,307.10783743392676,213.39735432216006,106.69867716108003,6.507556878018232,True,86.77304377904441,8.439623493004964,7.439623493004964,15511,132986,115396,"77.4676,69.6022,64.0191,61.8206,60.7246,60.0799,59.6287,58.9904,58.5907,58.1458,57.7590,57.1336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00/breakdown.json
