job_id,temperature,model_group,batch_size,method,model,draft_model,specdec_method,num_speculative_tokens,prompt_count,isl,osl,max_model_len,max_num_batched_tokens,logs_dir,job_file,queue_state,queue_reason,queue_elapsed,queue_nodes,queue_job_name,acct_state,exit_code,acct_elapsed,acct_nodes,acct_reason,acct_job_name,breakdown_json,has_breakdown,latest_error
3423926,0.0,qwen235b,32,suffix,Qwen/Qwen3-235B-A22B,,suffix,32,32,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t00_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_suffix_t00_bs32_20260619.job.txt,,,,,,COMPLETED,0:0,01:24:26,nvl72089-T13,None,vllm-specdec-qwen235b_swe_verified_osl32k_suffix_t00_bs32-k32,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t00_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423937,0.0,qwen235b,32,eagle3,Qwen/Qwen3-235B-A22B,nvidia/Qwen3-235B-A22B-Eagle3,eagle3,3,32,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_eagle3_t00_bs32_20260619.job.txt,,,,,,COMPLETED,0:0,01:22:03,nvl72030-T13,None,vllm-specdec-qwen235b_swe_verified_osl32k_eagle3_t00_bs32-k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423938,1.0,qwen235b,4,baseline,Qwen/Qwen3-235B-A22B,,draft_model,0,4,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n4_isl4096_osl32768_bs4_k0_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_baseline_t10_bs4_20260619.job.txt,,,,,,COMPLETED,0:0,02:22:13,nvl72099-T18,None,vllm-baseline-qwen235b_swe_verified_osl32k_baseline_t10_bs4-k0,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n4_isl4096_osl32768_bs4_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423939,1.0,qwen235b,4,suffix,Qwen/Qwen3-235B-A22B,,suffix,32,4,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n4_isl4096_osl32768_bs4_k32_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_suffix_t10_bs4_20260619.job.txt,,,,,,COMPLETED,0:0,01:15:45,nvl72066-T01,None,vllm-specdec-qwen235b_swe_verified_osl32k_suffix_t10_bs4-k32,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n4_isl4096_osl32768_bs4_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423942,1.0,qwen235b,4,eagle3,Qwen/Qwen3-235B-A22B,nvidia/Qwen3-235B-A22B-Eagle3,eagle3,3,4,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k3_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_eagle3_t10_bs4_20260619.job.txt,,,,,,COMPLETED,0:0,01:47:21,nvl72066-T07,None,vllm-specdec-qwen235b_swe_verified_osl32k_eagle3_t10_bs4-k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423945,1.0,qwen235b,8,baseline,Qwen/Qwen3-235B-A22B,,draft_model,0,8,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n8_isl4096_osl32768_bs8_k0_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_baseline_t10_bs8_20260619.job.txt,,,,,,COMPLETED,0:0,02:30:16,nvl72134-T16,None,vllm-baseline-qwen235b_swe_verified_osl32k_baseline_t10_bs8-k0,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n8_isl4096_osl32768_bs8_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423948,1.0,qwen235b,8,suffix,Qwen/Qwen3-235B-A22B,,suffix,32,8,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n8_isl4096_osl32768_bs8_k32_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_suffix_t10_bs8_20260619.job.txt,,,,,,COMPLETED,0:0,01:35:23,nvl72134-T17,None,vllm-specdec-qwen235b_swe_verified_osl32k_suffix_t10_bs8-k32,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n8_isl4096_osl32768_bs8_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423949,1.0,qwen235b,8,eagle3,Qwen/Qwen3-235B-A22B,nvidia/Qwen3-235B-A22B-Eagle3,eagle3,3,8,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k3_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_eagle3_t10_bs8_20260619.job.txt,,,,,,COMPLETED,0:0,01:53:49,nvl72050-T11,None,vllm-specdec-qwen235b_swe_verified_osl32k_eagle3_t10_bs8-k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423950,1.0,qwen235b,16,baseline,Qwen/Qwen3-235B-A22B,,draft_model,0,16,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n16_isl4096_osl32768_bs16_k0_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_baseline_t10_bs16_20260619.job.txt,,,,,,COMPLETED,0:0,02:32:40,nvl72050-T14,None,vllm-baseline-qwen235b_swe_verified_osl32k_baseline_t10_bs16-k0,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n16_isl4096_osl32768_bs16_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423951,1.0,qwen235b,16,suffix,Qwen/Qwen3-235B-A22B,,suffix,32,16,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n16_isl4096_osl32768_bs16_k32_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_suffix_t10_bs16_20260619.job.txt,,,,,,COMPLETED,0:0,01:47:25,nvl72050-T18,None,vllm-specdec-qwen235b_swe_verified_osl32k_suffix_t10_bs16-k32,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n16_isl4096_osl32768_bs16_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423952,1.0,qwen235b,16,eagle3,Qwen/Qwen3-235B-A22B,nvidia/Qwen3-235B-A22B-Eagle3,eagle3,3,16,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_eagle3_t10_bs16_20260619.job.txt,,,,,,COMPLETED,0:0,01:57:36,nvl72127-T18,None,vllm-specdec-qwen235b_swe_verified_osl32k_eagle3_t10_bs16-k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423955,1.0,qwen235b,32,baseline,Qwen/Qwen3-235B-A22B,,draft_model,0,32,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n32_isl4096_osl32768_bs32_k0_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_baseline_t10_bs32_20260619.job.txt,,,,,,COMPLETED,0:0,02:26:42,nvl72098-T06,None,vllm-baseline-qwen235b_swe_verified_osl32k_baseline_t10_bs32-k0,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_baseline_t10_offset0_n32_isl4096_osl32768_bs32_k0_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423959,1.0,qwen235b,32,suffix,Qwen/Qwen3-235B-A22B,,suffix,32,32,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_suffix_t10_bs32_20260619.job.txt,,,,,,COMPLETED,0:0,01:52:09,nvl72160-T09,None,vllm-specdec-qwen235b_swe_verified_osl32k_suffix_t10_bs32-k32,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_suffix_t10_offset0_n32_isl4096_osl32768_bs32_k32_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
3423960,1.0,qwen235b,32,eagle3,Qwen/Qwen3-235B-A22B,nvidia/Qwen3-235B-A22B-Eagle3,eagle3,3,32,4096,32768,40960,131072,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep,tmp/oci_swe_qwen235b_eagle3_t10_bs32_20260619.job.txt,,,,,,COMPLETED,0:0,02:06:37,nvl72160-T13,None,vllm-specdec-qwen235b_swe_verified_osl32k_eagle3_t10_bs32-k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/swe_qwen235b_osl32k_temp01_bsweep_20260619/qwen235b_swe_verified_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen235b_osl32k_bsweep/breakdown.json,True,
