job_id,name,queue_state,acct_state,exit_code,nodes,tres_per_node,reason,start_time,queue_time,elapsed,acct_start,acct_end
2109294,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0033,2026-06-12T14:23:43,10:07,00:10:08,2026-06-12T14:23:43,Unknown
2109384,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0267,2026-06-12T14:28:06,5:44,00:05:45,2026-06-12T14:28:06,Unknown
2109243,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs4,,COMPLETED,0:0,,,,,,00:08:12,2026-06-12T14:19:48,2026-06-12T14:28:00
2109258,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0202,2026-06-12T14:21:49,12:01,00:12:02,2026-06-12T14:21:49,Unknown
2109284,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0053,2026-06-12T14:22:56,10:54,00:10:55,2026-06-12T14:22:56,Unknown
2109293,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0030,2026-06-12T14:23:31,10:19,00:10:20,2026-06-12T14:23:31,Unknown
2109383,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0266,2026-06-12T14:28:06,5:44,00:05:45,2026-06-12T14:28:06,Unknown
2109296,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0142,2026-06-12T14:24:26,9:24,00:09:25,2026-06-12T14:24:26,Unknown
2109303,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0235,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109310,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0230,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109318,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:01:23,2026-06-12T14:24:45,2026-06-12T14:26:08
2109389,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0213,2026-06-12T14:28:38,5:12,00:05:13,2026-06-12T14:28:38,Unknown
2109298,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0045,2026-06-12T14:24:28,9:22,00:09:23,2026-06-12T14:24:28,Unknown
2109305,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0221,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109313,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0257,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109320,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:01:24,2026-06-12T14:24:45,2026-06-12T14:26:09
2109391,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0020,2026-06-12T14:28:38,5:12,00:05:13,2026-06-12T14:28:38,Unknown
2109297,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0040,2026-06-12T14:24:26,9:24,00:09:25,2026-06-12T14:24:26,Unknown
2109304,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0274,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109311,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16,,FAILED,1:0,,,,,,00:00:17,2026-06-12T14:24:45,2026-06-12T14:25:02
2109319,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:01:42,2026-06-12T14:24:45,2026-06-12T14:26:27
2109390,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0214,2026-06-12T14:28:38,5:12,00:05:13,2026-06-12T14:28:38,Unknown
2109447,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0270,2026-06-12T14:32:18,1:32,00:01:33,2026-06-12T14:32:18,Unknown
2109299,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_verified_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0014,2026-06-12T14:24:28,9:22,00:09:23,2026-06-12T14:24:28,Unknown
2109306,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_verified_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0282,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109314,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_verified_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0260,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109321,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0044,2026-06-12T14:24:46,9:04,00:09:05,2026-06-12T14:24:46,Unknown
2109393,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0021,2026-06-12T14:28:38,5:12,00:05:13,2026-06-12T14:28:38,Unknown
2109302,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_verified_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0140,2026-06-12T14:24:42,9:08,00:09:09,2026-06-12T14:24:42,Unknown
2109309,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_verified_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0225,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109317,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_verified_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0265,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109325,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:00:58,2026-06-12T14:24:46,2026-06-12T14:25:44
2109397,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0141,2026-06-12T14:29:09,4:41,00:04:42,2026-06-12T14:29:09,Unknown
2109301,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_verified_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0204,2026-06-12T14:24:33,9:17,00:09:18,2026-06-12T14:24:33,Unknown
2109308,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_verified_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0223,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109316,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_verified_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0264,2026-06-12T14:24:45,9:05,00:09:06,2026-06-12T14:24:45,Unknown
2109324,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0254,2026-06-12T14:24:46,9:04,00:09:05,2026-06-12T14:24:46,Unknown
2109395,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0023,2026-06-12T14:28:38,5:12,00:05:13,2026-06-12T14:28:38,Unknown
2109300,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_verified_osl32k_bsweep_lyris_bs4,COMPLETING,COMPLETED,0:0,1,N/A,lyris0144,2026-06-12T14:24:28,9:08,00:09:08,2026-06-12T14:24:28,2026-06-12T14:33:36
2109307,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_verified_osl32k_bsweep_lyris_bs8,COMPLETING,COMPLETED,0:0,1,N/A,lyris0283,2026-06-12T14:24:45,8:54,00:08:54,2026-06-12T14:24:45,2026-06-12T14:33:39
2109315,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_verified_osl32k_bsweep_lyris_bs16,COMPLETING,COMPLETED,0:0,1,N/A,lyris0262,2026-06-12T14:24:45,8:51,00:08:51,2026-06-12T14:24:45,2026-06-12T14:33:36
2109323,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0253,2026-06-12T14:24:46,9:04,00:09:05,2026-06-12T14:24:46,Unknown
2109394,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_verified_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0022,2026-06-12T14:28:38,5:12,00:05:13,2026-06-12T14:28:38,Unknown
