job_id,name,queue_state,acct_state,exit_code,nodes,tres_per_node,reason,start_time,queue_time,elapsed,acct_start,acct_end
2109563,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0100,2026-06-12T14:45:26,7:34,00:07:35,2026-06-12T14:45:26,Unknown
2109572,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0218,2026-06-12T14:47:00,6:00,00:06:01,2026-06-12T14:47:00,Unknown
2109578,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0265,2026-06-12T14:50:09,2:51,00:02:52,2026-06-12T14:50:09,Unknown
2109550,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,RUNNING,RUNNING,0:0,1,N/A,lyris0106,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109555,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0140,2026-06-12T14:45:26,7:34,00:07:35,2026-06-12T14:45:26,Unknown
2109561,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0097,2026-06-12T14:45:26,7:34,00:07:35,2026-06-12T14:45:26,Unknown
2109570,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0013,2026-06-12T14:46:28,6:32,00:06:33,2026-06-12T14:46:28,Unknown
2109577,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0217,2026-06-12T14:48:35,4:25,00:04:26,2026-06-12T14:48:35,Unknown
2102318,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl32k_lyris,,COMPLETED,0:0,,,,,,03:42:44,2026-06-11T22:21:38,2026-06-12T02:04:22
2109238,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0051,2026-06-12T14:19:30,33:30,00:33:31,2026-06-12T14:19:30,Unknown
2109250,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0103,2026-06-12T14:20:14,32:46,00:32:47,2026-06-12T14:20:14,Unknown
2109269,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0029,2026-06-12T14:22:38,30:22,00:30:23,2026-06-12T14:22:38,Unknown
2109288,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:01:22,2026-06-12T14:23:03,2026-06-12T14:24:25
2109375,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0247,2026-06-12T14:28:06,24:54,00:24:55,2026-06-12T14:28:06,Unknown
2102320,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl32k_lyris,,COMPLETED,0:0,,,,,,01:57:33,2026-06-11T22:21:38,2026-06-12T00:19:11
2109241,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0200,2026-06-12T14:19:43,33:17,00:33:18,2026-06-12T14:19:43,Unknown
2109252,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0036,2026-06-12T14:20:23,32:37,00:32:38,2026-06-12T14:20:23,Unknown
2109272,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0042,2026-06-12T14:22:48,30:12,00:30:13,2026-06-12T14:22:48,Unknown
2109291,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:01:24,2026-06-12T14:23:08,2026-06-12T14:24:32
2109380,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0286,2026-06-12T14:28:06,24:54,00:24:55,2026-06-12T14:28:06,Unknown
2102319,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl32k_lyris,,COMPLETED,0:0,,,,,,00:29:17,2026-06-11T22:21:38,2026-06-11T22:50:55
2109240,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs4,,COMPLETED,0:0,,,,,,00:10:40,2026-06-12T14:19:33,2026-06-12T14:30:13
2109251,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs8,,COMPLETED,0:0,,,,,,00:11:29,2026-06-12T14:20:22,2026-06-12T14:31:51
2109270,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs16,,COMPLETED,0:0,,,,,,00:12:53,2026-06-12T14:22:44,2026-06-12T14:35:37
2109290,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:01:42,2026-06-12T14:23:08,2026-06-12T14:24:50
2109376,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl32k_bsweep_lyris_bs32,,COMPLETED,0:0,,,,,,00:18:17,2026-06-12T14:28:06,2026-06-12T14:46:23
2102321,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl32k_lyris,,COMPLETED,0:0,,,,,,01:58:06,2026-06-11T22:21:38,2026-06-12T00:19:44
2109242,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl32k_bsweep_lyris_bs4,,COMPLETED,0:0,,,,,,00:30:21,2026-06-12T14:19:43,2026-06-12T14:50:04
2109255,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl32k_bsweep_lyris_bs8,COMPLETING,COMPLETED,0:0,1,N/A,lyris0120,2026-06-12T14:21:38,31:01,00:31:01,2026-06-12T14:21:38,2026-06-12T14:52:39
2109277,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0015,2026-06-12T14:22:55,30:05,00:30:06,2026-06-12T14:22:55,Unknown
2109292,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0032,2026-06-12T14:23:10,29:50,00:29:51,2026-06-12T14:23:10,Unknown
2109382,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0288,2026-06-12T14:28:06,24:54,00:24:55,2026-06-12T14:28:06,Unknown
2102324,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl32k_lyris,,COMPLETED,0:0,,,,,,01:13:22,2026-06-11T22:31:06,2026-06-11T23:44:28
2109246,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl32k_bsweep_lyris_bs4,,COMPLETED,0:0,,,,,,00:19:56,2026-06-12T14:20:14,2026-06-12T14:40:10
2109263,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl32k_bsweep_lyris_bs8,,COMPLETED,0:0,,,,,,00:22:48,2026-06-12T14:22:14,2026-06-12T14:45:02
2109286,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl32k_bsweep_lyris_bs16,,COMPLETED,0:0,,,,,,00:25:16,2026-06-12T14:22:57,2026-06-12T14:48:13
2109295,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl32k_bsweep_lyris_bs32,,FAILED,1:0,,,,,,00:00:58,2026-06-12T14:24:02,2026-06-12T14:25:00
2109387,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0056,2026-06-12T14:28:38,24:22,00:24:23,2026-06-12T14:28:38,Unknown
2102323,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_lyris,,COMPLETED,0:0,,,,,,04:17:24,2026-06-11T22:29:32,2026-06-12T02:46:56
2109245,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_bsweep_lyris_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0109,2026-06-12T14:19:53,33:07,00:33:08,2026-06-12T14:19:53,Unknown
2109260,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_bsweep_lyris_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0203,2026-06-12T14:21:49,31:11,00:31:12,2026-06-12T14:21:49,Unknown
2109285,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_bsweep_lyris_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0212,2026-06-12T14:22:56,30:04,00:30:05,2026-06-12T14:22:56,Unknown
2109294,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0033,2026-06-12T14:23:43,29:17,00:29:18,2026-06-12T14:23:43,Unknown
2109384,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0267,2026-06-12T14:28:06,24:54,00:24:55,2026-06-12T14:28:06,Unknown
2102322,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_lyris,,COMPLETED,0:0,,,,,,00:18:15,2026-06-11T22:21:38,2026-06-11T22:39:53
2109243,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs4,,COMPLETED,0:0,,,,,,00:08:12,2026-06-12T14:19:48,2026-06-12T14:28:00
2109258,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs8,,COMPLETED,0:0,,,,,,00:17:09,2026-06-12T14:21:49,2026-06-12T14:38:58
2109284,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs16,,COMPLETED,0:0,,,,,,00:16:05,2026-06-12T14:22:56,2026-06-12T14:39:01
2109293,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0030,2026-06-12T14:23:31,29:29,00:29:30,2026-06-12T14:23:31,Unknown
2109383,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl32k_bsweep_lyris_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0266,2026-06-12T14:28:06,24:54,00:24:55,2026-06-12T14:28:06,Unknown
2102325,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl64k_lyris,,COMPLETED,0:0,,,,,,02:47:59,2026-06-11T22:35:49,2026-06-12T01:23:48
2102327,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl64k_lyris,,COMPLETED,0:0,,,,,,03:59:28,2026-06-11T22:40:32,2026-06-12T02:40:00
2102326,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl64k_lyris,,COMPLETED,0:0,,,,,,01:10:46,2026-06-11T22:40:01,2026-06-11T23:50:47
2102328,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl64k_lyris,,COMPLETED,0:0,,,,,,01:30:39,2026-06-11T22:46:16,2026-06-12T00:16:55
2102331,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl64k_lyris,,COMPLETED,0:0,,,,,,02:42:20,2026-06-11T22:49:24,2026-06-12T01:31:44
2102330,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl64k_lyris,,COMPLETED,0:0,,,,,,04:18:23,2026-06-11T22:48:53,2026-06-12T03:07:16
2102329,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl64k_lyris,,COMPLETED,0:0,,,,,,00:21:33,2026-06-11T22:46:16,2026-06-11T23:07:49
2102332,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_full_osl128k_lyris,,COMPLETED,0:0,,,,,,03:39:16,2026-06-11T22:49:56,2026-06-12T02:29:12
2102334,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_full_osl128k_lyris,,TIMEOUT,0:0,,,,,,05:00:30,2026-06-11T22:57:46,2026-06-12T03:58:16
2102333,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_full_osl128k_lyris,,COMPLETED,0:0,,,,,,00:57:01,2026-06-11T22:51:30,2026-06-11T23:48:31
2102338,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl128k_lyris,,FAILED,1:0,,,,,,00:19:26,2026-06-11T22:57:46,2026-06-11T23:17:12
2103050,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_full_osl128k_lyris_flashattn_nodebug,,CANCELLED,0:0,,,,,,00:00:00,None,2026-06-12T00:38:58
2102361,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_full_osl128k_lyris,,COMPLETED,0:0,,,,,,03:23:18,2026-06-11T22:57:46,2026-06-12T02:21:04
2102349,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_full_osl128k_lyris,,TIMEOUT,0:0,,,,,,05:00:31,2026-06-11T22:57:46,2026-06-12T03:58:17
2102341,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl128k_lyris,,FAILED,1:0,,,,,,00:03:52,2026-06-11T22:57:46,2026-06-11T23:01:38
2103051,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_full_osl128k_lyris_flashattn_nodebug,,CANCELLED,0:0,,,,,,00:00:00,None,2026-06-12T00:38:58
2102212,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl16k_lyris,,COMPLETED,0:0,,,,,,01:51:29,2026-06-11T21:48:23,2026-06-11T23:39:52
2102214,coreai_dlalgo_llm-specdec.pard-qwen30ba3b_swe_verified_osl16k_lyris,,COMPLETED,0:0,,,,,,00:40:40,2026-06-11T21:48:23,2026-06-11T22:29:03
2102213,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl16k_lyris,,COMPLETED,0:0,,,,,,00:16:27,2026-06-11T21:48:23,2026-06-11T22:04:50
2102216,coreai_dlalgo_llm-specdec.baseline-qwen8_swe_verified_osl16k_lyris,,COMPLETED,0:0,,,,,,01:00:03,2026-06-11T21:48:23,2026-06-11T22:48:26
2102219,coreai_dlalgo_llm-specdec.eagle3-qwen8_swe_verified_osl16k_lyris,,COMPLETED,0:0,,,,,,00:24:21,2026-06-11T21:49:29,2026-06-11T22:13:50
2102218,coreai_dlalgo_llm-specdec.pard2-qwen8_swe_verified_osl16k_lyris,,COMPLETED,0:0,,,,,,01:11:43,2026-06-11T21:48:23,2026-06-11T23:00:06
2102217,coreai_dlalgo_llm-specdec.suffix-qwen8_swe_verified_osl16k_lyris,,COMPLETED,0:0,,,,,,00:08:59,2026-06-11T21:48:23,2026-06-11T21:57:22
2109517,coreai_dlalgo_llm-specdec.baseline-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,RUNNING,RUNNING,0:0,1,N/A,lyris0175,2026-06-12T14:42:17,10:43,00:10:44,2026-06-12T14:42:17,Unknown
2109523,coreai_dlalgo_llm-specdec.baseline-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0062,2026-06-12T14:43:20,9:40,00:09:41,2026-06-12T14:43:20,Unknown
2109533,coreai_dlalgo_llm-specdec.baseline-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0211,2026-06-12T14:44:23,8:37,00:08:38,2026-06-12T14:44:23,Unknown
2109538,coreai_dlalgo_llm-specdec.baseline-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0047,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109543,coreai_dlalgo_llm-specdec.baseline-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0269,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109522,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,RUNNING,RUNNING,0:0,1,N/A,lyris0058,2026-06-12T14:43:20,9:40,00:09:41,2026-06-12T14:43:20,Unknown
2109532,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0249,2026-06-12T14:44:23,8:37,00:08:38,2026-06-12T14:44:23,Unknown
2109537,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0126,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109542,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0263,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109547,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0143,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109521,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,RUNNING,RUNNING,0:0,1,N/A,lyris0026,2026-06-12T14:42:49,10:11,00:10:12,2026-06-12T14:42:49,Unknown
2109530,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0276,2026-06-12T14:44:23,8:37,00:08:38,2026-06-12T14:44:23,Unknown
2109536,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0209,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109541,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0280,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109546,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0139,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109519,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,RUNNING,RUNNING,0:0,1,N/A,lyris0206,2026-06-12T14:42:49,10:11,00:10:12,2026-06-12T14:42:49,Unknown
2109528,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,RUNNING,RUNNING,0:0,1,N/A,lyris0031,2026-06-12T14:43:51,9:09,00:09:10,2026-06-12T14:43:51,Unknown
2109535,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,RUNNING,RUNNING,0:0,1,N/A,lyris0233,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109540,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,RUNNING,RUNNING,0:0,1,N/A,lyris0272,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109545,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,RUNNING,RUNNING,0:0,1,N/A,lyris0174,2026-06-12T14:44:54,8:06,00:08:07,2026-06-12T14:44:54,Unknown
2109518,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,RUNNING,RUNNING,0:0,1,N/A,lyris0239,2026-06-12T14:42:49,10:11,00:10:12,2026-06-12T14:42:49,Unknown
