domain,model,temperature,top_p,batch_size,isl,osl,method,job_id,state,tok_s_gpu,baseline_tok_s_gpu,speedup,acceptance_pct,mean_accept_len,basis,source,source_label,source_priority,logs_dir,valid_result
SWE,Qwen3-30B-A3B,0.0,1.0,16,4096,32768,suffix_k32,,COMPLETED,1801.3611964606278,,,89.46713366395313,9.35815963850042,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260612_lowmbt_r2/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260612_lowmbt_r2,True
SWE,Qwen3-30B-A3B,0.0,1.0,32,4096,32768,baseline,,COMPLETED,537.1439783806956,,,,,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260612_lowmbt/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260612_lowmbt,True
SWE,Qwen3-30B-A3B,0.0,1.0,32,4096,32768,pard_k5,,COMPLETED,446.5290577681657,,,44.771244050615714,3.2385622025307854,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k5_20260612_lowmbt/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k5_20260612_lowmbt,True
SWE,Qwen3-30B-A3B,0.0,1.0,32,4096,32768,suffix_k32,,COMPLETED,619.0790427308109,,,82.72447031634313,7.783351279099989,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612_lowmbt/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612_lowmbt,True
SWE,Qwen3-30B-A3B,0.0,1.0,4,4096,32768,baseline,,COMPLETED,79.2637639213557,,,,,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260612,True
SWE,Qwen3-30B-A3B,0.0,1.0,4,4096,32768,pard_k5,,COMPLETED,88.44058397273889,,,37.25749732433436,2.862874866216718,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k5_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k5_20260612,True
SWE,Qwen3-30B-A3B,0.0,1.0,4,4096,32768,suffix_k32,,COMPLETED,390.60788760655976,,,87.13509945696198,8.849989864180012,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k32_arctic_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k32_arctic_20260612,True
SWE,Qwen3-30B-A3B,0.0,1.0,8,4096,32768,baseline,,COMPLETED,146.30841998387277,,,,,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260612,True
SWE,Qwen3-30B-A3B,0.0,1.0,8,4096,32768,pard_k5,,COMPLETED,157.63966836370975,,,45.348689376659316,3.2674344688329655,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k5_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k5_20260612,True
SWE,Qwen3-30B-A3B,0.0,1.0,8,4096,32768,suffix_k32,,COMPLETED,941.5872741310021,,,88.64318667203757,9.174271096159238,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260612,True
SWE,Qwen3-30B-A3B,0.0,1.0,16,4096,32768,eagle3_k8,,COMPLETED,275.92501085697114,,,4.713898461797092,1.3771118769437674,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs16_qwen30ba3b_t00/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs16_qwen30ba3b_t00,True
SWE,Qwen3-30B-A3B,1.0,1.0,16,4096,32768,eagle3_k8,,COMPLETED,255.82201930686588,,,4.668878683164659,1.3735102946531728,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs16_qwen30ba3b_t10/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs16_qwen30ba3b_t10,True
SWE,Qwen3-30B-A3B,0.0,1.0,1,4096,32768,eagle3_k8,,COMPLETED,21.461154656277795,,,4.745789473684211,1.379663157894737,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs1_qwen30ba3b_t00/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs1_qwen30ba3b_t00,True
SWE,Qwen3-30B-A3B,1.0,1.0,1,4096,32768,eagle3_k8,,COMPLETED,20.093910430307425,,,4.053671745544194,1.3242937396435355,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs1_qwen30ba3b_t10/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs1_qwen30ba3b_t10,True
SWE,Qwen3-30B-A3B,0.0,1.0,2,4096,32768,eagle3_k8,,COMPLETED,41.091119685788144,,,5.898504177522235,1.4718803342017788,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n2_isl4096_osl32768_bs2_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs2_qwen30ba3b_t00/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n2_isl4096_osl32768_bs2_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs2_qwen30ba3b_t00,True
SWE,Qwen3-30B-A3B,1.0,1.0,2,4096,32768,eagle3_k8,,COMPLETED,38.72503738750937,,,4.371768994706815,1.3497415195765452,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n2_isl4096_osl32768_bs2_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs2_qwen30ba3b_t10/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n2_isl4096_osl32768_bs2_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs2_qwen30ba3b_t10,True
SWE,Qwen3-30B-A3B,0.0,1.0,32,4096,32768,eagle3_k8,,COMPLETED,384.9043115297923,,,5.281847066788044,1.4225477653430436,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs32_qwen30ba3b_t00/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs32_qwen30ba3b_t00,True
SWE,Qwen3-30B-A3B,1.0,1.0,32,4096,32768,eagle3_k8,,COMPLETED,415.6686298179128,,,4.765845754595812,1.381267660367665,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs32_qwen30ba3b_t10/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs32_qwen30ba3b_t10,True
SWE,Qwen3-30B-A3B,0.0,1.0,4,4096,32768,eagle3_k8,,COMPLETED,76.797648612954,,,5.522661019745889,1.4418128815796711,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs4_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs4_qwen30ba3b_t00/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs4_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs4_qwen30ba3b_t00,True
SWE,Qwen3-30B-A3B,1.0,1.0,4,4096,32768,eagle3_k8,,COMPLETED,77.66468311804421,,,4.647417447276152,1.3717933957820923,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs4_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs4_qwen30ba3b_t10/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs4_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs4_qwen30ba3b_t10,True
SWE,Qwen3-30B-A3B,0.0,1.0,8,4096,32768,eagle3_k8,,COMPLETED,147.1835594875443,,,4.993740223269819,1.3994992178615855,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n8_isl4096_osl32768_bs8_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs8_qwen30ba3b_t00/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n8_isl4096_osl32768_bs8_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t00_bs8_qwen30ba3b_t00,True
SWE,Qwen3-30B-A3B,1.0,1.0,8,4096,32768,eagle3_k8,,COMPLETED,126.6546186519786,,,3.877031072726273,1.3101624858181018,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n8_isl4096_osl32768_bs8_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs8_qwen30ba3b_t10/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n8_isl4096_osl32768_bs8_k8_20260620_swe_extra_eagle3k8_pardk16_pard2k16_eagle3k8_qwen30ba3b_t10_bs8_qwen30ba3b_t10,True
SWE,Qwen3-30B-A3B,0.0,1.0,1,4096,32768,baseline,,COMPLETED,19.5753007832158,,,,,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,True
SWE,Qwen3-30B-A3B,0.0,1.0,2,4096,32768,baseline,,COMPLETED,39.23430753901102,,,,,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,True
SWE,Qwen3-30B-A3B,0.0,1.0,1,4096,32768,pard_k11,,COMPLETED,35.379712957574334,,,19.360755770412162,3.1296831347453375,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611,True
SWE,Qwen3-30B-A3B,0.0,1.0,2,4096,32768,pard_k11,,COMPLETED,59.87616150332396,,,22.960805602832718,3.525688616311599,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611,True
SWE,Qwen3-30B-A3B,0.0,1.0,1,4096,32768,pard_k9,,COMPLETED,34.9756175915406,,,23.551408789662705,3.1196267910696434,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611,True
SWE,Qwen3-30B-A3B,0.0,1.0,2,4096,32768,pard_k9,,COMPLETED,59.678052152782946,,,27.51256799684106,3.476131119715695,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_highk_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611,True
SWE,Qwen3-30B-A3B,0.0,1.0,1,4096,32768,pard_k5,,COMPLETED,32.85413177585869,,,38.505590644318964,2.9252795322159484,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260611/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260611,True
