job_id,temperature,model_group,method,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,tracker_file,queue_state,queue_reason,queue_elapsed,queue_nodes,queue_job_name,acct_state,exit_code,acct_elapsed,acct_nodes,acct_reason,acct_job_name,breakdown_json,has_breakdown,latest_error
2159166,0.0,qwen32,baseline,Qwen/Qwen3-32B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen32_osl32k_bs16_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:07:16,lyris0106,None,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen32_osl32k_bs16_qwen32_t00/breakdown.json,True,
2159167,0.0,qwen32,suffix,Qwen/Qwen3-32B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen32_osl32k_bs16_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:21:52,lyris0107,None,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen32_osl32k_bs16_qwen32_t00/breakdown.json,True,
2159168,0.0,qwen32,eagle3,Qwen/Qwen3-32B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen32_osl32k_bs16_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:34:27,lyris0235,None,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen32_osl32k_bs16_qwen32_t00/breakdown.json,True,
2159169,1.0,qwen32,baseline,Qwen/Qwen3-32B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen32_osl32k_bs16_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:09:47,lyris0218,None,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n16_isl4096_osl32768_bs16_20260619_swe_qwen32_osl32k_bs16_qwen32_t10/breakdown.json,True,
2159170,1.0,qwen32,suffix,Qwen/Qwen3-32B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen32_osl32k_bs16_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:06:46,lyris0221,None,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260619_swe_qwen32_osl32k_bs16_qwen32_t10/breakdown.json,True,
2159171,1.0,qwen32,eagle3,Qwen/Qwen3-32B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen32_osl32k_bs16_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_bs16_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:54:04,lyris0234,None,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260619_swe_qwen32_osl32k_bs16_qwen32_t10/breakdown.json,True,
2159172,0.0,qwen32,baseline,Qwen/Qwen3-32B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen32_osl32k_bs32_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:14:46,lyris0241,None,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen32_osl32k_bs32_qwen32_t00/breakdown.json,True,
2159173,0.0,qwen32,suffix,Qwen/Qwen3-32B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen32_osl32k_bs32_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:23:27,lyris0243,None,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen32_osl32k_bs32_qwen32_t00/breakdown.json,True,
2159175,0.0,qwen32,eagle3,Qwen/Qwen3-32B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen32_osl32k_bs32_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,00:41:25,lyris0244,None,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen32_osl32k_bs32_qwen32_t00/breakdown.json,True,
2159176,1.0,qwen32,baseline,Qwen/Qwen3-32B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen32_osl32k_bs32_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:15:14,lyris0245,None,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n32_isl4096_osl32768_bs32_20260619_swe_qwen32_osl32k_bs32_qwen32_t10/breakdown.json,True,
2159177,1.0,qwen32,suffix,Qwen/Qwen3-32B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen32_osl32k_bs32_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:00:26,lyris0246,None,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260619_swe_qwen32_osl32k_bs32_qwen32_t10/breakdown.json,True,
2159178,1.0,qwen32,eagle3,Qwen/Qwen3-32B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen32_osl32k_bs32_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_bs32_retry_20260616_jobs.txt,,,,,,COMPLETED,0:0,01:04:44,lyris0247,None,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/swe_qwen32_osl32k_temp01_bsweep_20260619/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260619_swe_qwen32_osl32k_bs32_qwen32_t10/breakdown.json,True,
