job_id,temperature,model_group,method,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,tracker_file,manifest,queue_state,acct_state,exit_code,queue_elapsed,acct_elapsed,reason,node,queue_nodes,queue_name,acct_name
2136602,1.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_k3_20260616_swe_temp01_core_home_mount_qwen235b_eagle3_t10_bs1_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_home_mount_qwen235b_eagle3_t10_bs1_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_eagle3_t10_bs1_jobs.csv,,COMPLETED,0:0,,03:27:18,,lyris0060,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
2136603,1.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs2_k3_20260616_swe_temp01_core_home_mount_qwen235b_eagle3_t10_bs2_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_home_mount_qwen235b_eagle3_t10_bs2_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_eagle3_t10_bs2_jobs.csv,,COMPLETED,0:0,,02:20:39,,lyris0061,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
2137767,0.0,qwen32,baseline,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_mount_qwen32_baseline_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_t00_baseline_qwen32_qwen30_retry_jobs.csv,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_t00_baseline_qwen32_qwen30_retry_jobs.csv,,COMPLETED,0:0,,04:28:42,,lyris0284,,,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01
2137768,0.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_mount_qwen30ba3b_baseline_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_t00_baseline_qwen32_qwen30_retry_jobs.csv,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_t00_baseline_qwen32_qwen30_retry_jobs.csv,,COMPLETED,0:0,,03:41:22,,lyris0078,,,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01
2135585,0.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry2_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_home_retry_t00_baseline_missing_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_baseline_missing_jobs.csv,,COMPLETED,0:0,,03:41:02,,lyris0259,,,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01
2135586,0.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t00_home_retry_t00_eagle_missing_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,,FAILED,1:0,,00:00:33,,lyris0278,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
2135587,0.0,qwen32,eagle3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_home_retry_t00_eagle_missing_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,,FAILED,1:0,,00:00:32,,lyris0019,,,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01
2135725,0.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t00_home_retry_t00_eagle_missing_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,,FAILED,1:0,,00:00:32,,lyris0260,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
2135726,0.0,qwen32,eagle3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_home_retry_t00_eagle_missing_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,,FAILED,1:0,,00:00:32,,lyris0244,,,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01
2135970,0.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t00_home_retry_t00_eagle_missing_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,,COMPLETED,0:0,,03:51:03,,lyris0079,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
2135971,0.0,qwen32,eagle3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_home_retry_t00_eagle_missing_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,,COMPLETED,0:0,,01:53:30,,lyris0001,,,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01
2133934,0.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_home_retry_t00_qwen30_eagle3_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_qwen30_eagle3_jobs.csv,,COMPLETED,0:0,,03:18:53,,lyris0162,,,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01
2133931,0.0,qwen235b,suffix,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t00_home_retry_t00_suffix_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_suffix_jobs.csv,,COMPLETED,0:0,,01:30:48,,lyris0287,,,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01
2133932,0.0,qwen32,suffix,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_home_retry_t00_suffix_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_suffix_jobs.csv,,COMPLETED,0:0,,00:44:38,,lyris0288,,,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01
2133933,0.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_home_retry_t00_suffix_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_suffix_jobs.csv,,COMPLETED,0:0,,00:28:01,,lyris0161,,,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01
2133935,1.0,qwen235b,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,TIMEOUT,0:0,,05:00:28,,lyris0107,,,coreai_dlalgo_llm-specdec.baseline-qwen235b_swe_verified_osl32k_temp01
2133936,1.0,qwen235b,suffix,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,COMPLETED,0:0,,04:33:37,,lyris0108,,,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01
2133937,1.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,TIMEOUT,0:0,,05:00:28,,lyris0089,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
2133938,1.0,qwen32,baseline,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,COMPLETED,0:0,,04:26:33,,lyris0090,,,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01
2133939,1.0,qwen32,suffix,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,COMPLETED,0:0,,01:58:10,,lyris0071,,,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01
2133940,1.0,qwen32,eagle3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,COMPLETED,0:0,,02:19:23,,lyris0072,,,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01
2133941,1.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,COMPLETED,0:0,,03:45:09,,lyris0236,,,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01
2133942,1.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,COMPLETED,0:0,,00:51:54,,lyris0237,,,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01
2133943,1.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_home_retry_t10_all_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,,COMPLETED,0:0,,03:30:35,,lyris0239,,,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01
2133873,0.0,qwen235b,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_qwen235b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,TIMEOUT,0:0,,05:00:03,,lyris0235,,,coreai_dlalgo_llm-specdec.baseline-qwen235b_swe_verified_osl32k_temp01
2133874,0.0,qwen235b,suffix,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen235b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,1:0,,00:00:47,,lyris0251,,,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01
2133875,0.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen235b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,1:0,,02:09:20,,lyris0053,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
