job_id,domain,model_group,k,temperature,batch_size,method,isl,osl,logs_dir,source
3460398,math,qwen235b,16,1.0,8,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460399,math,qwen235b,16,1.0,16,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460400,math,qwen235b,16,1.0,32,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460281,math,qwen235b,16,0.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t00_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460282,math,qwen235b,16,0.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t00_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460283,math,qwen235b,16,0.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t00_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460284,math,qwen235b,16,0.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t00_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460287,math,qwen235b,16,0.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t00_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460289,math,qwen235b,16,0.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t00_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460295,math,qwen235b,16,1.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t10_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460300,math,qwen235b,16,1.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t10_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460301,math,qwen235b,16,1.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t10_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460302,math,qwen235b,16,1.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t10_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460303,math,qwen235b,16,1.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t10_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460305,math,qwen235b,16,1.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen235b_math500_osl32k_pard_t10_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen235b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen235b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460009,math,qwen30ba3b,8,0.0,1,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t00_offset0_n1_isl4096_osl32768_bs1_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460022,math,qwen30ba3b,8,0.0,2,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t00_offset0_n2_isl4096_osl32768_bs2_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460038,math,qwen30ba3b,8,0.0,4,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t00_offset0_n4_isl4096_osl32768_bs4_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460163,math,qwen30ba3b,8,0.0,8,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t00_offset0_n8_isl4096_osl32768_bs8_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460179,math,qwen30ba3b,8,0.0,16,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t00_offset0_n16_isl4096_osl32768_bs16_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460192,math,qwen30ba3b,8,0.0,32,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460203,math,qwen30ba3b,8,1.0,1,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t10_offset0_n1_isl4096_osl32768_bs1_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460218,math,qwen30ba3b,8,1.0,2,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t10_offset0_n2_isl4096_osl32768_bs2_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460228,math,qwen30ba3b,8,1.0,4,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460241,math,qwen30ba3b,8,1.0,8,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460242,math,qwen30ba3b,8,1.0,16,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460243,math,qwen30ba3b,8,1.0,32,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460307,math,qwen30ba3b,16,0.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t00_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460308,math,qwen30ba3b,16,0.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t00_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460309,math,qwen30ba3b,16,0.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t00_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
