job_id,model,mode,method,num_speculative_tokens,max_steps,max_new_tokens,num_nodes,gpus_per_node,config,run_id,job_name,state,exit_code,elapsed,start,end,nnodes,nodelist,log_dir,manifest
2174994,qwen32,sync,baseline,0,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-sync-baseline-step20-osl4096-temp1.0-N4xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,4,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_sync_baseline,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2174995,qwen32,sync,suffix,32,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-sync-suffixk32-step20-osl4096-temp1.0-N4xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,4,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_sync_suffix,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2174996,qwen32,sync,eagle3,3,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-sync-eagle3k3-step20-osl4096-temp1.0-N4xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,4,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_sync_eagle3,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2174997,qwen32,sync,pard,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-sync-pardk5-step20-osl4096-temp1.0-N4xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,4,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_sync_pard,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2174998,qwen32,async1off,baseline,0,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-async1off-baseline-step20-osl4096-temp1.0-N8xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,8,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_async1off_baseline,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2174999,qwen32,async1off,suffix,32,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-async1off-suffixk32-step20-osl4096-temp1.0-N8xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,8,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_async1off_suffix,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2175000,qwen32,async1off,eagle3,3,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-async1off-eagle3k3-step20-osl4096-temp1.0-N8xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,8,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_async1off_eagle3,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2175001,qwen32,async1off,pard,5,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1,online-qwen32-perfcfg-async1off-pardk5-step20-osl4096-temp1.0-N8xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:23:56,8,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1/logs/qwen32_async1off_pard,latest_lyris_nemorl_qwen32_pr2879_retry_nopydeps_mlen8192_sync_async_step20_osl4096_temp1_20260622_jobs.csv
2175004,qwen30ba3b,sync,pard2,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1,online-qwen30ba3b-perfcfg-sync-pard2k5-step20-osl4096-temp1.0-N4xG4,FAILED,2:0,00:01:25,2026-06-21T22:24:46,2026-06-21T22:26:11,4,"lyris[0164-0166,0179]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1/logs/qwen30ba3b_sync_pard2,latest_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1_20260622_jobs.csv
2175005,qwen30ba3b,async1off,pard2,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1,online-qwen30ba3b-perfcfg-async1off-pard2k5-step20-osl4096-temp1.0-N4xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:26:41,4,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1/logs/qwen30ba3b_async1off_pard2,latest_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1_20260622_jobs.csv
2175006,qwen32,sync,pard2,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1,online-qwen32-perfcfg-sync-pard2k5-step20-osl4096-temp1.0-N4xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:26:41,4,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1/logs/qwen32_sync_pard2,latest_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1_20260622_jobs.csv
2175007,qwen32,async1off,pard2,5,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1,online-qwen32-perfcfg-async1off-pard2k5-step20-osl4096-temp1.0-N8xG4,CANCELLED by 2001147693,0:0,00:00:00,None,2026-06-21T22:26:41,8,None assigned,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1/logs/qwen32_async1off_pard2,latest_lyris_nemorl_qwen30_qwen32_pr2879_retry_pard2_pydeps_gguf_mlen8192_step20_osl4096_temp1_20260622_jobs.csv
2175009,qwen30ba3b,sync,baseline,0,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-baseline-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,02:31:02,2026-06-21T22:24:46,2026-06-22T00:55:48,4,lyris[0261-0264],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_baseline,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175010,qwen30ba3b,sync,suffix,32,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-suffixk32-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,02:14:59,2026-06-22T00:32:24,2026-06-22T02:47:23,4,"lyris[0236,0238,0243-0244]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_suffix,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175011,qwen30ba3b,sync,eagle3,3,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-eagle3k3-step20-osl4096-temp1.0-N4xG4,FAILED,1:0,00:08:08,2026-06-21T22:32:48,2026-06-21T22:40:56,4,lyris[0139-0142],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175012,qwen30ba3b,sync,pard,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-pardk5-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,03:00:37,2026-06-22T00:54:32,2026-06-22T03:55:09,4,lyris[0175-0178],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_pard,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175013,qwen30ba3b,async1off,baseline,0,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-baseline-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,02:34:05,2026-06-22T00:49:29,2026-06-22T03:23:34,4,lyris[0171-0174],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_baseline,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175014,qwen30ba3b,async1off,suffix,32,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-suffixk32-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,02:47:24,2026-06-22T00:55:02,2026-06-22T03:42:26,4,lyris[0167-0170],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_suffix,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175015,qwen30ba3b,async1off,eagle3,3,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-eagle3k3-step20-osl4096-temp1.0-N4xG4,TIMEOUT,0:0,05:00:27,2026-06-22T00:32:54,2026-06-22T05:33:21,4,lyris[0275-0278],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175016,qwen30ba3b,async1off,pard,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-pardk5-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,02:40:08,2026-06-22T00:43:27,2026-06-22T03:23:35,4,"lyris[0235,0237,0239,0241]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_pard,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175017,qwen32,sync,baseline,0,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-baseline-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,03:08:14,2026-06-22T01:16:09,2026-06-22T04:24:23,4,lyris[0109-0112],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_sync_baseline,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175018,qwen32,sync,suffix,32,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-suffixk32-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,04:18:37,2026-06-21T22:26:16,2026-06-22T02:44:53,4,lyris[0135-0138],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_sync_suffix,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175019,qwen32,sync,eagle3,3,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-eagle3k3-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,02:35:08,2026-06-21T22:40:58,2026-06-22T01:16:06,4,lyris[0163-0166],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175020,qwen32,sync,pard,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-pardk5-step20-osl4096-temp1.0-N4xG4,COMPLETED,0:0,03:15:33,2026-06-21T22:43:00,2026-06-22T01:58:33,4,lyris[0139-0142],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_sync_pard,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175021,qwen32,async1off,baseline,0,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-baseline-step20-osl4096-temp1.0-N8xG4,COMPLETED,0:0,01:26:34,2026-06-21T23:11:21,2026-06-22T00:37:55,8,"lyris[0109-0112,0120-0121,0123-0124]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_async1off_baseline,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
